"name","brand","sku","rrp","price","category","description","link"
"Warwick WBC-40 40 Watt Combo 1X10"" Speaker","Warwick","WBC40","449.00","379.00","Bass Combo Amplifiers","The Warwick WBC-40 40Watt Combo 1X10"""" Speaker is from a series of compact amplifiers for Bass guitar/instruments is like nothing you have heard before. They offer full frequency, extended headroom and these integrated combo amps could be used for virtually any amplified instrument but are specifically tuned to the unique needs of Electric and Upright Bassists.","http://www.allansbillyhyde.com.au/prod/WBC40/Warwick-WBC-40-40-Watt-Combo-1X10-Speaker.aspx"
"VOX Pathfinder10 Bass - 10w Combo Bass Amplifier","Vox","PATHFINDER10B","149.99","129.95","Bass Practice Amplifiers","","http://www.allansbillyhyde.com.au/prod/PATHFINDER10B/VOX-Pathfinder10-Bass---10w-Combo-Bass-Amplifier.aspx"
"Orange Crush 50w Bass Combo Amplifier (Black)","Orange","CRUSHBASS50BLK","569.00","459.00","Bass Practice Amplifiers","The Crush Bass 50 combines the essentials of a practice rig with tone and features normally reserved for the pros. The Crush Bass 50 draws inspiration from our flagship OB1 and 4 Stroke amplifiers, bringing some of the defining elements of each into a compact combo. Like the rest of the Crush Bass range, this 50 Watt model delivers bold and punchy lows courtesy of its analogue circuitry and ported cabinetry. The extremely flexible active EQ section includes a sweepable parametric mid band, allowing players to shape their signature sound without limitations. For even more versatility, the interactive Gain and Blend controls are primed for creating enormous ‘bi-amped’-style tones with ease, adding extra harmonics and variable levels of grit to the core bass tone. They can also be switched in remotely using the optional footswitch. Other handy features include a buffered effects loop, integrated tuner, aux. input and a headphone output with our Cabsim circuitry.","http://www.allansbillyhyde.com.au/prod/CRUSHBASS50BLK/Orange-Crush-50w-Bass-Combo-Amplifier-(Black).aspx"
"Maxwatt 60W 1X12 Bass Amplifier Combo","Hiwatt","B60/12","650.00","499.00","Bass Combo Amplifiers","The Hiwatt Maxwatt B60 is an affordable combo practice amp which kicks out an impressive 60 Watts giving you the ultimate combination of portability and sound quality. Pair the Maxwatt B60 with a DI Box and it can be more than enough for smaller venue gigs. With features like a 3 Band EQ, Presence Control and Limiter, this combo is fantastic value for money!!!","http://www.allansbillyhyde.com.au/prod/B60/12/Maxwatt-60W-1X12-Bass-Amplifier-Combo.aspx"
"Markbass New York 1x15 400W ""Randy Jackson"" Bass Cabinet","Mark Bass","NY151RJ","1695.00","1439.00","Bass Amplifier Cabinets","""DAAAWWWG!!!"" Randy Jackson is world famous as a TV celebrity—he's been one of the judges on America's most-watched TV series, American Idol, since the beginning of the show in 2002. What some don't know, however, is that he's an incredibly accomplished bass player. His resume is vast and varied, and boasts such names as Carlos Santana, Jerry Garcia, Jean-Luc Ponty, Journey, Zucchero, Billy Cobham, Keith Richards, Aretha Franklin, Steve Lukather, Madonna, Herbie Hancock and many others. Randy has collaborated with Markbass to create this exceptional 1x15” cabinet. ","http://www.allansbillyhyde.com.au/prod/NY151RJ/Markbass-New-York-1x15-400W-Randy-Jackson-Bass-Cabinet.aspx"
"Orange Crush 25w Bass Amplifier Combo","Orange","CRUSHBASS25","359.00","289.00","Bass Practice Amplifiers","The Crush Bass 25 may be the smallest model in the Crush Bass amp range, but it still retains the warm and rounded tonal character that make Orange Amps the choice of some of the world’s most iconic bass players. This 25 Watt combo features an all-analogue signal path, a ported cabinet for improved low end response plus a highly responsive active EQ section. Like the rest of the Crush Bass range, the amp’s variable parametric mid band allows for unlimited control over a broad range of frequencies in addition to the bass and treble. Dial in a massive range of classic bass tones or create your own. With an integrated tuner, an aux. input for backing tracks and a headphone output with our CabSim circuitry, the Crush Bass 25 is the perfect miniature rig for all players on which to hone their tone.","http://www.allansbillyhyde.com.au/prod/CRUSHBASS25/Orange-Crush-25w-Bass-Amplifier-Combo.aspx"
"Orange Crush 25w Bass Combo Amplifier (Black)","Orange","CRUSHBASS25BLK","359.00","289.00","Bass Practice Amplifiers","The Crush Bass 25 may be the smallest model in the Crush Bass amp range, but it still retains the warm and rounded tonal character that make Orange Amps the choice of some of the world’s most iconic bass players. This 25 Watt combo features an all-analogue signal path, a ported cabinet for improved low end response plus a highly responsive active EQ section. Like the rest of the Crush Bass range, the amp’s variable parametric mid band allows for unlimited control over a broad range of frequencies in addition to the bass and treble. Dial in a massive range of classic bass tones or create your own. With an integrated tuner, an aux. input for backing tracks and a headphone output with our CabSim circuitry, the Crush Bass 25 is the perfect miniature rig for all players on which to hone their tone.","http://www.allansbillyhyde.com.au/prod/CRUSHBASS25BLK/Orange-Crush-25w-Bass-Combo-Amplifier-(Black).aspx"
"Markbass New York 4x8 600w Bass Cabinet","Mark Bass","NY-804","1850.00","1569.00","Bass Amplifier Cabinets","The New York 804 is the bigger, bolder brother of the 604 and one of the most requested cabinets in the Markbass family! The 4x8” custom speakers were designed especially for this cabinet, making it more akin to larger 4x10” cabinets but in a far more compact enclosure. Famous for its conveniently sized design, awesome definition, and exceptional bass frequency reproduction - the NY 804 is the perfect addition to your sound!!! Once these are gone, they are gone! Get yours from Allans Billy Hyde today. ","http://www.allansbillyhyde.com.au/prod/NY-804/Markbass-New-York-4x8-600w-Bass-Cabinet.aspx"
"Markbass Little Mark Tube 800 Bass Amplifier Head","Mark Bass","LM-TUBE-800","1850.00","1549.00","Bass Amplifier Heads","Love all the conveniences and versatility of the Little Mark Tube but thirst for more? Not only does the Little Mark Tube 800 solve the modern dilemma of “tube or solid state?” but also goes a step further by providing 800 watts of power! This hybrid head will satisfy any need with two ","http://www.allansbillyhyde.com.au/prod/LM-TUBE-800/Markbass-Little-Mark-Tube-800-Bass-Amplifier-Head.aspx"
"Markbass New York 1x12 400w Bass Cabinet","Mark Bass","NY121","1195.00","999.00","Bass Amplifier Cabinets","Now our most popular combo, the Mini CMD 121P, has found its perfect companion! The Markbass NY 121 is our lightest  and most compact cabinet ever, and serves as a great extension cabinet for our combos: with this cab added, your combo turns into a 500W rig! This is also a small but mighty match for any of our 250-500W heads. Get yours at Allans Billy Hyde today!!! ","http://www.allansbillyhyde.com.au/prod/NY121/Markbass-New-York-1x12-400w-Bass-Cabinet.aspx"
"Markbass Little Mark Ninja Bass Amplifier Head","Mark Bass","NINJA","1895.00","1599.00","Bass Amplifier Heads","The Markbass Little Mark Ninja completely respects the priority of tone that have driven the huge international success of our Little Mark heads, upgraded with our new astounding 1000W power amp. It gives a massive amount of power, exceptionally clear and dynamic, and performs flawlessly thanks to the cutting-edge Mark Proprietary Technology (MPT). While you will always sound like yourself through a Markbass head, you will also find you add adjectives like ""punchy, honest and aggressive"" to describe your sound. Ultra-light, ultra-portable and ultra-awesome, the Ninja has serious headroom to play with and a massive amount of power in such a small head. ","http://www.allansbillyhyde.com.au/prod/NINJA/Markbass-Little-Mark-Ninja-Bass-Amplifier-Head.aspx"
"Markbass Standard 104-HR Bass Cabinet","Mark Bass","STD-104HR-4","2095.00","1780.00","Bass Amplifier Cabinets","The Markbass Standard 104HR is an exceptional, professional cabinet that performs well in any club, big or small. It puts out impressive power at 800 watts and weighs only about 48 lbs. Working bassists love it for its power, high-quality sound and portability. The 104HR is designed for standalone use or combination with a Standard 151HR or a Standard 102HF. ","http://www.allansbillyhyde.com.au/prod/STD-104HR-4/Markbass-Standard-104-HR-Bass-Cabinet.aspx"
"Markbass CMD JB (Jeff Berlin) Players School Bass Amplifier Combo","Mark Bass","CMDJBBLACK","1250.00","999.00","Bass Combo Amplifiers","Markbass CMD JB (Jeff Berlin) Players School Bass Amplifier Combo is a worldwide favourite for students learning to play the bass guitar. Compact and lightweight, this combo is highly portable, inexpensive and features the same quality control tests and quality standard applied to all Markbass products. With a top professional sound, the JB Players School Bass Combo can be used for gigs or home practice.","http://www.allansbillyhyde.com.au/prod/CMDJBBLACK/Markbass-CMD-JB-(Jeff-Berlin)-Players-School-Bass-Amplifier-Combo.aspx"
"Markbass Mini 1x15 300w Bass Combo","Mark Bass","MINI-CMD-151P","2550.00","2169.00","Bass Combo Amplifiers","The Mini CMD 151P is the best-sounding and most compact 1x15 combo out there, sending out 300W of power through a single Markbass custom neodymium speaker and piezo tweeter. Highly portable and astoundingly loud for its size, this combo gets even louder when connected to an extension cabinet, most effectively the New York 151. The practical solution for those who like the sound of 15” speakers...but trust us, you have never heard them sound this good!!! ","http://www.allansbillyhyde.com.au/prod/MINI-CMD-151P/Markbass-Mini-1x15-300w-Bass-Combo.aspx"
"Orange AD200B MK 3 200w Bass Amplifier Head","Orange","AD200B","3299.00","2559.00","Bass Amplifier Heads","The Orange AD200B MK3 Tube Bass Amp Head is simply one of the purest bass heads around. Vintage-inspired, but full of modern tones, the AD200B has a creamy, dynamic low-end with a focused midrange crunch. Offering 200W bass power, the AD200B bass head is great for small and medium-sized venues. Drop into an Allans Billy Hyde and check out why this is a favourite of bassists.","http://www.allansbillyhyde.com.au/prod/AD200B/Orange-AD200B-MK-3-200w-Bass-Amplifier-Head.aspx"
"Orange SP210 2x10"" Isobaric Electric Bass Guitar Amplifier Cabinet (Black)","Orange","SP210BLK","1399.00","799.00","Bass Amplifier Cabinets","Compact and lightweight in design, the SP210 2x10"" Isobaric Electric Bass Guitar Amplifier Cabinet has heaps of power and comes in a black finish so you can look good as well as sounding great.

To balance and maximise the bass tone, the SP10’s 2 x 10"" Eminence Neodymium speakers are separated into 2 sections.

Lightweight (36lb) and portable, the Orange SP210 bass cab has got your live applications completely covered.","http://www.allansbillyhyde.com.au/prod/SP210BLK/Orange-SP210-2x10-Isobaric-Electric-Bass-Guitar-Amplifier-Cabinet-(Black).aspx"
"Roland Micro Bass Cube RX Combo Bass Amplifier","Roland","MCBRX","469.00","395.00","Bass Practice Amplifiers","The amazing new Roland Micro Cube Bass RX is the world’s first battery powered modelling bass amplifier. Guitar players have been enjoying the power and portability of Roland Cube amps for years and now Roland has used their magic to create a Cube amp for Bass players. This accomplished, raucous little amp really delivers sincere tone with loud and proud volume via two digital power amps delivering two and half times the power into four custom speakers. The Roland Micro Cube RX comes with on-board extras including automatic chromatic tuner, custom effects for bass include Chorus, Flanger, T-Wah along with delay and reverb also. If you’re after Bass Tone, Power and Portability then try out the Roland Micro Cube RX Bass Amp in true stereo @ Allans Billy Hyde today!","http://www.allansbillyhyde.com.au/prod/MCBRX/Roland-Micro-Bass-Cube-RX-Combo-Bass-Amplifier.aspx"
"Orange OB1-500 500W Analog Bass Amplifier Head","Orange","OB1-500","1399.00","999.00","Bass Amplifier Heads","The OB-1 500w packs even more headroom than the 300w model! Holding all the same versatile features utilizing two separate amplifiers to give the bass player a solid blend of bass sounds and utilizing frequencies used in a guitar amplifier. ","http://www.allansbillyhyde.com.au/prod/OB1-500/Orange-OB1-500-500W-Analog-Bass-Amplifier-Head.aspx"
"Mesa Boogie Subway D800 Bass Head","Mesa Boogie","6.D800X","1995.00","1599.00","Bass Amplifier Heads","Introducing the first ever ultra lightweight package of Mesa/Boogie punch that fits in your gig-bag pocket but can be used for a concert or small club. Weighing 2.9kgs with dimensions of 3x10 inches, the Subway delivers 800 watts of pure mesa power. With a 4-band EQ, new DEEP switch (for EXTRA sub-sonic low end) and Voicing control which allows endless shaping of your sound. Extra features include the headphone out to allow you to rumble by yourself and fully featured D.I. Its all about the bass...the Subway D800! ","http://www.allansbillyhyde.com.au/prod/6.D800X/Mesa-Boogie-Subway-D800-Bass-Head.aspx"
"Markbass Little Mark Tube 500w Bass Guitar Amplifier Head","Mark Bass","LMTUBE","1595.00","1299.00","Bass Amplifier Heads","The Markbass Little Mark Tube bass amp head gives the warmth and richness of a tube preamp, the clean attack of a solid state preamp, or a mix of both. ","http://www.allansbillyhyde.com.au/prod/LMTUBE/Markbass-Little-Mark-Tube-500w-Bass-Guitar-Amplifier-Head.aspx"
"Warwick LWA1000 Lightweight Bass Amplifier Head (Black)","Warwick","LWA1000BLK","1599.00","1259.00","Bass Amplifier Heads","Warwick and Allans Billy Hyde presents its first entry into the field of lightweight Bass Amps. The LWA1000 Amplifier Head in Black has 2 input channels with full Eq section and compressor on each channel combined with a power amp stage that is designed using the latest advances in so called Class D technology gives you a chameleon that can be used in pretty much any situation. It weighs a tiny 2.8kg making it practical and convenient for musicians to easily take it with them to wherever they please.","http://www.allansbillyhyde.com.au/prod/LWA1000BLK/Warwick-LWA1000-Lightweight-Bass-Amplifier-Head-(Black).aspx"
"Markbass Traveller 121H 400w 1x12"" Compact Bass Guitar Amplification Cabinet","Mark Bass","TRAV121H","1250.00","999.00","Bass Amplifier Cabinets","The Markbass Traveler 121H Bass Cab is ideal for bass players who need a small, yet warm-sounding rig. IT has a sturdy, yet lightweight construction, the rear-ported Markbass Traveler 121H features a 12"" neodymium woofer from B&C and a 1"" compression driver with custom horn. This cabinet was redesigned in spring 2007 to stack with Standard series cabinets. On its “side” it also stacks with the Mini CMD 121P and CMD 121H combos to make a really meaty 2 x 12 stack that you can carry easily to the gig with just a bass slung on your back! Get yours from Allans Billy Hyde today!!! ","http://www.allansbillyhyde.com.au/prod/TRAV121H/Markbass-Traveller-121H-400w-1x12-Compact-Bass-Guitar-Amplification-Cabinet.aspx"
"Orange OB1-300 300w Analog Bass Amplifier Head","Orange","OB1-300","1199.00","899.00","Bass Amplifier Heads","Bass players for years have been searching for a tone that combines two amps in one, one for bass and one for a guitar’s higher frequencies. The Orange OB-1 amplifiers offer two completely different amplifier circuits with a key feature being the foot switchable blend circuit, which gives an array of of controllable gain and increased harmonic tones to the upper spectrum of the input signal. ","http://www.allansbillyhyde.com.au/prod/OB1-300/Orange-OB1-300-300w-Analog-Bass-Amplifier-Head.aspx"
"Orange BT500C Terror Bass 500w 2x12"" Combo Amplifier","Orange","TB500C","1999.00","1599.00","Bass Combo Amplifiers","Allans Billy Hyde are proud to introduce to theier stores some bottom end thump with this New Orange Terror Bass 500w 2 x 12"" Bass Amp Combo features a 500 watt hybrid amplifier – as in the Terror Bass head – and comes with Tube Preamp and a Class D power section which drives two 12"" Neodineum speakers.","http://www.allansbillyhyde.com.au/prod/TB500C/Orange-BT500C-Terror-Bass-500w-2x12-Combo-Amplifier.aspx"
"Markbass New York 151 400w 1x15"" Bass Guitar Amplifier Cabinet","Mark Bass","NY151","1450.00","1199.00","Bass Amplifier Cabinets","The Markbass NY151 is part of the New York Series of Bass Guitar Cabinets and this little powerhouse is the perfect extension for either the Mini CMD 151P combo or the CMD 151P Jeff Berlin combo. Markbass set out to create a combo amp that had the power, but not the bulkiness of a regular bass combo. The end result speaks for itself. The sound of this bass speaker cabinet is smooth and warm, with sweet full range and a deep tone that extends down to 40Hz. The Markbass New York 151 features one 15"" speaker and a piezo tweeter with 400W of power handling. Get yours from Allans Billy Hyde today!!! ","http://www.allansbillyhyde.com.au/prod/NY151/Markbass-New-York-151-400w-1x15-Bass-Guitar-Amplifier-Cabinet.aspx"
"Markbass Standard 104HF 800w 4x10"" Bass Guitar Amplifier Cabinet","Mark Bass","STD-104HF-4","2195.00","1799.00","Bass Amplifier Cabinets","The Markbass STD104HF is an 800 watt 4x10"" bass cabinet that features the power of ultra-light neodymium B&C speakers that give you a great power-to-weight ratio. This cab is recommended for pretty much any gigging situation, large or small. The four 10"" woofers surround the 1"" HF compression driver with custom horn tweeter. It is constructed of high-grade, multi-ply poplar manufactured to maximize sound quality. Protective corners and a grill protect the Markbass Standard 104HF when you're between shows. Get yours from Allans Billy Hyde today!!! ","http://www.allansbillyhyde.com.au/prod/STD-104HF-4/Markbass-Standard-104HF-800w-4x10-Bass-Guitar-Amplifier-Cabinet.aspx"
"Orange BT500H Terror 500w Bass Guitar Amplifier Head","Orange","TB500H","1599.00","1249.00","Bass Amplifier Heads","Maintaining the same size as the original Tiny Terror head, the Orange BT500H Terror Bass Head is a 500 watt single channel, hybrid amplifier with a Class D solid state power unit and a valve preamp with variable input sensitivity for active or passive basses. Bass players can now get the renowned Tiny Terror look and sound in a rugged unit that will stand up to life on the road.","http://www.allansbillyhyde.com.au/prod/TB500H/Orange-BT500H-Terror-500w-Bass-Guitar-Amplifier-Head.aspx"
"Orange TB1000 Terror Bass 1000w Bass Amplifier Head","Orange","TB1000H","1799.00","1399.00","Bass Amplifier Heads","With the same lunchbox-size portability as the original Tiny Terror, the Orange TB1000 Terror Bass Head is a 1000 watt single channel, hybrid amplifier with a Class D solid state power unit and a valve preamp with variable input sensitivity for active or passive basses. That twin 12AX7 preamp gives the Terror Bass 1000 head the ability to give warm clean tone, creamy overdrive, or all out low-end grind. If you're not already familiar with the staggering amount of power and killer tone these little amps kick out, then prepare to be blown away! Try an Orange Terror @ Allans Billy Hyde today!","http://www.allansbillyhyde.com.au/prod/TB1000H/Orange-TB1000-Terror-Bass-1000w-Bass-Amplifier-Head.aspx"
"Mesa Boogie Bass Prodigy Four:88 250w Bass Amplifier Head","Mesa Boogie","2.PRODX","4799.00","3899.00","Bass Amplifier Heads","The Mesa Boogie Bass Prodigy Four:88 Amp Head packs a massive sound into a small package. This 250-watt Tube bass amp puts you in control. With three 12AX7 preamp tubes and four KT88s in the power section, the Bass Prodigy serves up the harmonically rich, huge-sounding bass tone that you can only get from pure tube amps. To handle virtually any speaker cabinet scenario it has been  fitted with 3 speaker outputs - capable of handling a variety of impedance/cabinet loads. One 8 OHM and two 4 OHM Outputs ensure that you can always find an impedance-correct match regardless of your cab choices! Get several great sounds from the VOICE control, sweep the VOICE Control from position 1 to 5 and experience what a difference the various MID voicings combined with bass and treble enhancements can provide.","http://www.allansbillyhyde.com.au/prod/2.PRODX/Mesa-Boogie-Bass-Prodigy-Four-colon-88-250w-Bass-Amplifier-Head.aspx"
"Warwick WCA410 400w 4x10"" Bass Amplifier Cabinet","Warwick","WCA410","799.95","720.00","Bass Amplifier Cabinets","The Warwick WCA 410 is 400W Bass Amplifier Cabinet is driven by four 10"" bass drivers in combination with a fresh approach to the classic bullet horn. In a well-matched birch ply box. The cushy carpet covering, firm metal grilles, and thick birch ply construction makes it look and feel like anything but a budget box. It features tough corner caps and rugged rubber feet offer assurance that the cabs could endure dozens of load-ins before beginning to show signs of wear. ","http://www.allansbillyhyde.com.au/prod/WCA410/Warwick-WCA410-400w-4x10-Bass-Amplifier-Cabinet.aspx"
"Orange OBC410 600w 4x10"" Electric Bass Amplifier Cabinet (Black)","Orange","OBC410HBLK","1799.00","1439.00","Bass Amplifier Cabinets","Looking for a bass cab that sounds great and can handle high-wattage? The Orange OBC410 is a Heavy Duty Bass Amplifier Cabinet with 4X x 10'' Speakers with Crossover and high quality HF Horn, 600w Power Handling RMS 8 ohms, Speakon and 1/4 Jack connectors. It has the classic Orange style and construction and is a great stage cabinet, particularly when driven by a Orange bass head valve amplifier. From R&B to full-on metal, the Orange OBC410 bass speaker cabinet is ready for your next gig. The OBC410 features four Eminence 10 inch speakers handling 600 watts RMS, producing a very tight, punchy sound. Its enclosure is constructed from 13 ply, high density 18 mm birch plywood, with tough skids on the base of the cabinet for enhanced stage connection. It is acoustically compartmented internally for strength and anti-vibration and displays a high order of technical design and construction.","http://www.allansbillyhyde.com.au/prod/OBC410HBLK/Orange-OBC410-600w-4x10-Electric-Bass-Amplifier-Cabinet-(Black).aspx"
"Orange OBC115 400w 1x15"" Electric Bass Guitar Amplifier Cabinet","Orange","OBC115","1199.00","949.00","Bass Amplifier Cabinets","The OBC115 1x15"" Electric Bass Guitar Amplifier Cabinet has been constructed from 13 ply high-density 18mm birch plywood, has flush side handles for easy pick-up, metal corner protectors and unique skid design feet. The specially designed feet help to couple the unit to the floor which results in increased bass response and better sound.

With 400 watts of awesome power pumping through an Eminence Kappa 15 speaker, you will get the best bass sound projection around.","http://www.allansbillyhyde.com.au/prod/OBC115/Orange-OBC115-400w-1x15-Electric-Bass-Guitar-Amplifier-Cabinet.aspx"
"Warwick WBC-80 80 Watt Combo 1X12"" Speaker","Warwick","WBC80","589.00","499.00","Bass Combo Amplifiers","The Warwick WBC-80 80 Watt Combo 1X12” Speaker compact amplifier for Bass guitar/instruments is like nothing you have heard before. These are great for rehearsal, small gigs and studio use. They offer full frequency, extended headroom and these integrated combo amps could be used for virtually any amplified instrument but are specifically tuned to the unique needs of Electric and Upright Bassists.","http://www.allansbillyhyde.com.au/prod/WBC80/Warwick-WBC-80-80-Watt-Combo-1X12-Speaker.aspx"
"Orange OBC115 400w 1x15"" Electric Bass Guitar Amplifier Cabinet (Black)","Orange","OBC115BLK","1199.00","899.00","Bass Amplifier Cabinets","The Orange OBC115 400w Bass Guitar Speaker Extension Cabinet 400 Watts rating. It has a superb 15 inch bass enclosure made from 13-ply high density 18mm birch wood, with tough skids on the base of the cabinet for enhanced stage connection. This hi-tec designed enclosure is side ported and provides for speaker 'self correction.' Internally strutted to avoid cabinet vibration, this enclosure will not rattle, sounds amazing and will extend the bottom end sound of the OBC410 enclosure. This OBC 115 version has the classic Orange Cabinet style. Feel the Bass @ Allans Billy Hyde","http://www.allansbillyhyde.com.au/prod/OBC115BLK/Orange-OBC115-400w-1x15-Electric-Bass-Guitar-Amplifier-Cabinet-(Black).aspx"
"Orange OBC410 600w 4x10"" Electric Bass Amplifier Cabinet","Orange","OBC410H","1799.00","1439.00","Bass Amplifier Cabinets","The Orange OBC410 is a Heavy Duty Bass Amplifier Cabinet with 4X x 10'' Speakers with Crossover and high quality HF Horn, 600w Power Handling RMS 8 ohms, Speakon and 1/4 Jack connectors. It has the classic Orange style and construction and is a great stage cabinet, particularly when driven by a Orange bass head valve amplifier. The OBC410 features four Eminence 10 inch speakers handling 600 watts RMS, producing a very tight, punchy sound. Its enclosure is constructed from 13 ply, high density 18 mm birch plywood, with tough skids on the base of the cabinet for enhanced stage connection. It is acoustically compartmented internally for strength and anti-vibration and displays a high order of technical design and construction.","http://www.allansbillyhyde.com.au/prod/OBC410H/Orange-OBC410-600w-4x10-Electric-Bass-Amplifier-Cabinet.aspx"
"Warwick LWA1000 Lightweight Bass Amplifier Head (Silver)","Warwick","LWA1000","1599.00","1259.00","Bass Amplifier Heads","Warwick presents its first entry into the field of lightweight Bass Amps. The LWA1000 Amplifier Head has 2 input channels with full Eq section and compressor on each channel combined with a power amp stage that is designed using the latest advances in so called Class D technology gives you a chameleon that can be used in pretty much any situation. It weighs a tiny 2.8kg making it practical and convenient for musicians to easily take it with them to wherever they please.","http://www.allansbillyhyde.com.au/prod/LWA1000/Warwick-LWA1000-Lightweight-Bass-Amplifier-Head-(Silver).aspx"
"Orange OBC810 8X10"" Bass Speaker Cabinet","Orange","OBC810","3199.00","2559.00","Bass Amplifier Cabinets","With the Orange OBC810 8 x 10” Bass Speaker Cabinet allows you to play any size gig… ","http://www.allansbillyhyde.com.au/prod/OBC810/Orange-OBC810-8X10-Bass-Speaker-Cabinet.aspx"
"Roland Cube-60XL 60w Combo Bass Amplifier","Roland","CB60XL","799.00","699.00","Bass Combo Amplifiers","With added features of the XL series, this 60 watt CUBE bass guitar amplifier with custom-designed 10-inch coaxial speaker still has excellent portability and easy operation. 
The super-compact body still manages to achieve amazing power despite its size. Features include; Power Squeezer mode for rich sound at low volumes, three-band EQ for fine-tuning your sound, built-in chromatic bass tuner with drop tuning support, 7 effects, including Drive and Poly Octave, 8 COSM® amp models, including Super Low, and a dual custom-designed Air Flow Port for deep bass and punchy sound. The onboard phrase looper allows for sound-on-sound recording with unlimited overdubs.","http://www.allansbillyhyde.com.au/prod/CB60XL/Roland-Cube-60XL-60w-Combo-Bass-Amplifier.aspx"
"Roland Cube-20XL 20w Combo Bass Amplifier","Roland","CB20XL","419.00","369.00","Bass Practice Amplifiers","This is the super-portable and lightweight CUBE BASS line upping the ante with super-powered features bringing it up to XL standard. 
The standard is increased with performance enhancements such as Six onboard COSM® amp models, compact 20-watts with custom-designed 8-inch speaker, Seven effects (incl. Drive and Poly Octave), Power Squeezer for large, robust sound at low volumes, 3-band EQ for fine-tuning your sound and a built-in bass tuner.","http://www.allansbillyhyde.com.au/prod/CB20XL/Roland-Cube-20XL-20w-Combo-Bass-Amplifier.aspx"
"Roland Cube-120XL 120w Combo Bass Amplifier","Roland","CB120XL","1049.00","879.00","Bass Combo Amplifiers","Portable and travel-friendly, the Compact 120-watt CB120XL bass guitar amplifier with custom-designed 12-inch coaxial speaker has added features of the XL series.
Some of the features bringing this bass amp in line with the XL series are; dual custom-designed Air Flow Port for deep bass and punchy sound, eight COSM® amp models (including SUPER LOW amp), seven effects (including POLY OCTAVE and DRIVE), SOLO function with memory if you need a second channel, onboard phrase Looper for sound-on-sound recording with limitless overdubs, a four-band EQ so you can easily fine-tune your sounds and a built-in chromatic bass tuner with drop tuning support.","http://www.allansbillyhyde.com.au/prod/CB120XL/Roland-Cube-120XL-120w-Combo-Bass-Amplifier.aspx"
"Markbass Little Mark 250 Bass Amplifier Head","Mark Bass","LM250","995.00","839.00","Bass Amplifier Heads","Markbass Little Mark 250 Bass Amplifier Head is the little brother of the LMII's. It is a clever and inexpensive choice for those who don't need the full power of a 500W head. It's perfect for small gigs, rehearsing and practicing. If there might be times when you DO need more power, use the Little Mark 250 with a 4 ohm cab, you will get just about the same power as you would with a 500W head.","http://www.allansbillyhyde.com.au/prod/LM250/Markbass-Little-Mark-250-Bass-Amplifier-Head.aspx"
"Markbass Little Mark 250 Black Line Bass Amplifier Head","Mark Bass","LM250BLACK","695.00","599.00","Bass Amplifier Heads","The ","http://www.allansbillyhyde.com.au/prod/LM250BLACK/Markbass-Little-Mark-250-Black-Line-Bass-Amplifier-Head.aspx"
"Markbass Standard 102HF-4 Bass Amplifier Cabinet","Mark Bass","STD-102HF-4","1595.00","1276.00","Bass Amplifier Cabinets","With 4 ohm impedance and 400 watts RMS power-handling, the Markbass Standard 102HF-4 Bass Amplifier Cabinet is perfect for bass players who who like to combine cabinets or for players who need a smaller pro-sounding rig.","http://www.allansbillyhyde.com.au/prod/STD-102HF-4/Markbass-Standard-102HF-4-Bass-Amplifier-Cabinet.aspx"
"Markbass Mini CMD 121P 300w Bass Guitar Cabinet","Mark Bass","MINI-CMD-121P","2050.00","1739.00","Bass Combo Amplifiers","The Markbass Mini CMD 121P 300w Bass Guitar Cabinet has incredible tone and volume from a light (13.3kg/29.3 lbs) and portable amp. The Mini CMD 121P easily upgrades to 500watts with the addition of a New York 121 cabinet, giving more versatility for less carrying effort!","http://www.allansbillyhyde.com.au/prod/MINI-CMD-121P/Markbass-Mini-CMD-121P-300w-Bass-Guitar-Cabinet.aspx"
"Mesa Boogie M9 Carbine 900w Bass Amplifier Head","Mesa Boogie","6.FM9X","4199.00","3359.00","Bass Amplifier Heads","The Mesa Boogie M9 Carbine Bass Amplifier Head produces a mighty 900 watts (into 4 ohms) of Trans-Class™ power and yet still harnesses all that energy within a compact 2 rack spaces. So when you are after all the speed, punch and detail the Mesa Boogie Carbine M9 can deliver at big-venue volume levels with the tone and quality of a studio addressed bass amplifier.","http://www.allansbillyhyde.com.au/prod/6.FM9X/Mesa-Boogie-M9-Carbine-900w-Bass-Amplifier-Head.aspx"
"Markbass CMD-102P Bass Amplifier Combo","Mark Bass","CMD-102P","2595.00","2199.00","Bass Combo Amplifiers","The Markbass CMD-102P Bass Amplifier Combo is highly versatile, ideal for many situations. The angled cabinet design allows the unit to be used either in standard vertical position or as a floor monitor. Built-in VPF and VLE filters help create a natural, warm sound and you can add an external cabinet to the 102 combo if you need to fill a large venue with headroom to spare! This front-ported combo with 2x10” speaker has 400watts RMS (AES Standard) power handling and can be used for gigs on its own, but also stacks with any 8ohm Traveller or Standard cab.","http://www.allansbillyhyde.com.au/prod/CMD-102P/Markbass-CMD-102P-Bass-Amplifier-Combo.aspx"
